codeMagasin;NomMagasinConcurrent;AdresseMagasinConcurrent;CodePostalMagasinConcurrent;VilleMagasinConcurrent;NomEnseigne;CodeProduit;TypeCommanditaire;OffreNiveau1;OffreNiveau2;OffreNiveau3;NumTarif;DateDébutTarif;DateFinTarif;DateRelevé;NotrePrix;PrixConcurrent
1073;The Phone House(223);Centre Commercial;13400;AUBAGNE;TPH;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;71.08;90.89
1073;Mobil Hut(224);Centre Commercial;13400;AUBAGNE;Internity;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;97.27;34.07
1073;Mobil Hut(224);Centre Commercial;13400;AUBAGNE;Internity;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;78.7;10.63
1073;Mobil Hut(224);Centre Commercial;13400;AUBAGNE;Internity;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;97.36;58.19
1775;5/5(225);CC BELEVEDERE AUCHAN;76200;DIEPPE;05-mai;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;8.34;59.53
1775;5/5(225);CC BELEVEDERE AUCHAN;76200;DIEPPE;05-mai;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;94.21;20.14
1775;5/5(225);CC BELEVEDERE AUCHAN;76200;DIEPPE;05-mai;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;31.27;67.74
1775;INTERNITY(226);CC BELEVEDERE AUCHAN;76200;DIEPPE;Internity;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;21.62;19.96
1775;INTERNITY(226);CC BELEVEDERE AUCHAN;76200;DIEPPE;Internity;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;84.67;25.17
1775;INTERNITY(226);CC BELEVEDERE AUCHAN;76200;DIEPPE;Internity;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;69.07;93.82
1775;AUCHAN(228);CC BELVEDERE AUCHAN;76200;DIEPPE;Auchan;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;74.58;98.2
1775;AUCHAN(228);CC BELVEDERE AUCHAN;76200;DIEPPE;Auchan;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;57.14;20.05
1775;AUCHAN(228);CC BELVEDERE AUCHAN;76200;DIEPPE;Auchan;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;12.71;80.79
1021;tph(229);cc coat ar gueven 50 rue j jaures;29200;brest;TPH;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;70.55;86.47
1021;tph(229);cc coat ar gueven 50 rue j jaures;29200;brest;TPH;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;58.03;63.18
1021;tph(229);cc coat ar gueven 50 rue j jaures;29200;brest;TPH;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;65.2;16.08
1021;internity(230);cc coat ar gueven 50 rue j jaures;29200;brest;Internity;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;8.3;89.04
1021;internity(230);cc coat ar gueven 50 rue j jaures;29200;brest;Internity;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;52.03;34.77
1021;internity(230);cc coat ar gueven 50 rue j jaures;29200;brest;Internity;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;98.42;32.13
1811;cora(231);RN 16;60740;st maximin;Cora;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;68.74;89.46
1811;cora(231);RN 16;60740;st maximin;Cora;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;9.53;95.65
1811;cora(231);RN 16;60740;st maximin;Cora;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;46.71;28.14
1817;-234;NULL;0;NULL;Carrefour;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;32.27;94.4
1817;-234;NULL;0;NULL;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;29.68;71.85
1817;-234;NULL;0;NULL;Carrefour;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;38.99;35.84
1115;phone house(236);rue de la boetie;75008;paris;TPH;606751;2;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;45.99;10.06
1115;phone house(236);rue de la boetie;75008;paris;TPH;609708;2;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;82.32;77.88
1115;phone house(236);rue de la boetie;75008;paris;TPH;606751;2;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;82.82;52.24
1727;carrefour(237);rn 13 route de mantes;78240;chambourcy;Carrefour;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;8.99;95.47
1727;carrefour(237);rn 13 route de mantes;78240;chambourcy;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;58.94;28.92
1727;carrefour(237);rn 13 route de mantes;78240;chambourcy;Carrefour;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;25.95;36.7
1003;FT(239);grand littoral;13015;marseille;Agence FT;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;51.09;67.49
1003;FT(239);grand littoral;13015;marseille;Agence FT;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;24.75;59.36
1003;FT(239);grand littoral;13015;marseille;Agence FT;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;16.25;77.41
1003;CARREFOUR(240);GRAND LITTORAL CC;13015;MARSEILLE;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;69.49;94.15
1003;CARREFOUR(240);GRAND LITTORAL CC;13015;MARSEILLE;Carrefour;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;68.71;81.5
1003;INTERNITY(242);CC GRAND LITTORAL;13015;MARSEILLE;Internity;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;98.1;4.18
1003;INTERNITY(242);CC GRAND LITTORAL;13015;MARSEILLE;Internity;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;12.66;53.3
1003;INTERNITY(242);CC GRAND LITTORAL;13015;MARSEILLE;Internity;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;83.37;34.36
1095;TPH(244);ccp 2;78150;NULL;TPH;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;67.16;71.66
1095;TPH(244);ccp 2;78150;NULL;TPH;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;9.8;70.66
1095;TPH(244);ccp 2;78150;NULL;TPH;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;65.33;49.11
1095;FNAC(245);cc p2;78150;le chesnay;Fnac;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;65.99;30.14
1095;FNAC(245);cc p2;78150;le chesnay;Fnac;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;17.33;98.18
1036;-247;NULL;0;NULL;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;79.69;26.86
1036;-247;NULL;0;NULL;Carrefour;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;38.95;17.35
1036;-248;NULL;0;NULL;Tel & Com;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;98.65;33.74
1036;-248;NULL;0;NULL;Tel & Com;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;81.21;7.09
1036;-248;NULL;0;NULL;Tel & Com;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;70.05;70.59
1743;the phone housse(249);rue mal foch;64000;pau;TPH;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;48.72;9.32
1743;the phone housse(249);rue mal foch;64000;pau;TPH;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;36.09;36.02
1743;fnac bosquet(250);centre bosquet;64000;pau;Fnac;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;41.68;79.09
1743;fnac bosquet(250);centre bosquet;64000;pau;Fnac;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;64.81;65.03
1743;fnac bosquet(250);centre bosquet;64000;pau;Fnac;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;30.6;78.29
1770;-251;rue du maillet;57100;thionville;Carrefour;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;84.95;34.04
1024;Carrefour(253);C. Cial Carrefour;35510;CEsson Sévigné;Carrefour;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;14.97;22.32
1024;Carrefour(253);C. Cial Carrefour;35510;CEsson Sévigné;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;82.83;83.58
1024;Carrefour(253);C. Cial Carrefour;35510;CEsson Sévigné;Carrefour;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;38.06;5.78
1038;-255;C C CARREFOUR;59290;WASQUEHAL;Carrefour;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;79.98;33.89
1038;-255;C C CARREFOUR;59290;WASQUEHAL;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;6.68;15.88
1750;internity(256);centre commercial;25000;besancon;Internity;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;73.34;10.22
1750;internity(256);centre commercial;25000;besancon;Internity;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;94.17;6.11
1750;internity(256);centre commercial;25000;besancon;Internity;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;76.47;30.8
1797;-257;NULL;54300;LUNEVILLE;Leclerc;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;40.74;46.94
1797;-257;NULL;54300;LUNEVILLE;Leclerc;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;71.16;84.72
1797;-257;NULL;54300;LUNEVILLE;Leclerc;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;17.37;11.65
1750;geant(258);centre commercial;25000;besancon;Casino;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;99.99;23.83
1750;geant(258);centre commercial;25000;besancon;Casino;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;4.96;9.53
1750;geant(258);centre commercial;25000;besancon;Casino;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;20/02/2015;61.94;60.37
1771;-261;NULL;95350;SAINT BRICE SOUS FORET;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;79.92;21.66
1771;-261;NULL;95350;SAINT BRICE SOUS FORET;Carrefour;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;23.18;70.49
1055;duquesne telecom(262);c cal nice etoile;6000;nice;05-mai;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;43.26;27.03
1055;duquesne telecom(262);c cal nice etoile;6000;nice;05-mai;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;50.41;58.3
1055;duquesne telecom(262);c cal nice etoile;6000;nice;05-mai;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;30.83;26.13
1055;the phone house(263);c cal nice etoile;6000;nice;TPH;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;14.19;61.35
1055;the phone house(263);c cal nice etoile;6000;nice;TPH;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;82.59;50.61
1055;the phone house(263);c cal nice etoile;6000;nice;TPH;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;2.99;50.32
1089;-264;C COM CORA;68125;HOUSSEN;Cora;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;45.15;67.08
1089;-264;C COM CORA;68125;HOUSSEN;Cora;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;92.12;14.96
1089;-264;C COM CORA;68125;HOUSSEN;Cora;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;65.15;86.79
1131;-265;rue du 11 novembre;63000;clermont-fd;05-mai;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;53.66;99.01
1131;-265;rue du 11 novembre;63000;clermont-fd;05-mai;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;77.58;10.61
1131;-265;rue du 11 novembre;63000;clermont-fd;05-mai;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;62.81;25.28
1131;-267;centre commercial jaude;63000;clermont-fd;Fnac;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;26.77;85.32
1131;-267;centre commercial jaude;63000;clermont-fd;Fnac;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;1.29;74.09
1779;-269;NULL;76410;TOURVILLE;Carrefour;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;72.97;98.65
1779;-269;NULL;76410;TOURVILLE;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;43.02;82.99
1779;-269;NULL;76410;TOURVILLE;Carrefour;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;36.77;21.57
1144;fnac(272);champs elysses;75008;paris;Fnac;606751;2;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;80.96;18.25
1144;fnac(272);champs elysses;75008;paris;Fnac;609708;2;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;31.27;65.64
1081;-276;NULL;0;NULL;Carrefour;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;75.55;84.99
1081;-276;NULL;0;NULL;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;43.62;34.42
1081;-276;NULL;0;NULL;Carrefour;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;99.22;76.18
1081;-277;NULL;0;NULL;TPH;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;60;31.12
1081;-277;NULL;0;NULL;TPH;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;33.6;86.16
1081;-277;NULL;0;NULL;TPH;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;70.9;25.61
1801;-278;parc de la creule;59190;hazebrouck;Carrefour;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;14.28;38.76
1801;-278;parc de la creule;59190;hazebrouck;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;28.14;29.33
1801;-278;parc de la creule;59190;hazebrouck;Carrefour;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;73.34;51.26
1067;-279;galerie tanneur;59000;lille;Fnac;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;62.94;74.84
1067;-279;galerie tanneur;59000;lille;Fnac;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;84.4;40.5
1067;-279;galerie tanneur;59000;lille;Fnac;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;36;54.24
1117;-282;c cial vauban;78180;montigny le bretonneux;Carrefour;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;83.64;95.07
1117;-282;c cial vauban;78180;montigny le bretonneux;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;17.41;48.52
1734;carrefour telecom(283);rue du grand launay;49000;angers;Carrefour;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;77.32;35.99
1734;carrefour telecom(283);rue du grand launay;49000;angers;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;99.34;44.18
1734;carrefour telecom(283);rue du grand launay;49000;angers;Carrefour;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;12.16;91.75
1071;-302;montivilliers;76290;montiviliers;Auchan;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;92.09;78.04
1071;-302;montivilliers;76290;montiviliers;Auchan;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;6.14;43.9
1071;-302;montivilliers;76290;montiviliers;Auchan;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;11.73;15.67
1776;-306;cc carrefour;95290;l'isle adam;Carrefour;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;52.51;30.77
1776;-306;cc carrefour;95290;l'isle adam;Carrefour;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;6.54;42.32
1776;-307;cc carrefour;95290;l'isle adam;Internity;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;34.68;43.64
1776;-307;cc carrefour;95290;l'isle adam;Internity;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;11.25;50.01
1733;-311;centre 2;0;NULL;Auchan;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;55.44;84.49
1733;-311;centre 2;0;NULL;Auchan;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;40.64;64.65
1039;AUCHAN(312);CCO CENTRE DEUX;42000;st etienne;Auchan;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;45.56;96.98
1039;AUCHAN(312);CCO CENTRE DEUX;42000;st etienne;Auchan;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;16.02;58.86
1039;AUCHAN(312);CCO CENTRE DEUX;42000;st etienne;Auchan;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;71.72;56.11
1733;-315;NULL;0;NULL;TPH;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;65.79;29.97
1733;-315;NULL;0;NULL;TPH;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;86.81;3.51
1733;-315;NULL;0;NULL;TPH;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;41.77;34.02
1039;TPH(316);NULL;42000;st etienne;TPH;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;48.24;22.4
1039;TPH(316);NULL;42000;st etienne;TPH;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;90.73;75.45
1039;TPH(316);NULL;42000;st etienne;TPH;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;31.28;75.63
1053;planete saturn(318);cc acrrefour grand vitrolles;13127;vitrolles;Tel & Com;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;27.76;68.77
1053;planete saturn(318);cc acrrefour grand vitrolles;13127;vitrolles;Tel & Com;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;1.18;97.07
1053;planete saturn(318);cc acrrefour grand vitrolles;13127;vitrolles;Tel & Com;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;49.69;21.56
1045;-320;NULL;0;NULL;TPH;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;72.12;4.94
1045;-320;NULL;0;NULL;TPH;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;78.79;51.03
1045;-320;NULL;0;NULL;TPH;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;71.97;24.53
1045;-321;NULL;0;NULL;Auchan;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;96.62;89.47
1045;-321;NULL;0;NULL;Auchan;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;93.11;39.54
1045;-321;NULL;0;NULL;Auchan;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;60.5;59.32
1072;TPH(323);8 av des thébaudieres;44800;st herblain;TPH;606751;1;FORFAIT BLOQUE;Forfait >1 heure;12 Mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;6.9;83.78
1072;TPH(323);8 av des thébaudieres;44800;st herblain;TPH;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;40.1;3.67
1072;TPH(323);8 av des thébaudieres;44800;st herblain;TPH;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;2015-03-10 00:00:00.000;10/05/2007;63.14;31.37
1072;auchan(324);8 av des thébaudieres;44800;st herblain;Auchan;609708;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;6.38;8.1
1072;auchan(324);8 av des thébaudieres;44800;st herblain;Auchan;606751;1;ABONEMENT;Essentiel 1h;24 mois;BSE;2014-12-01 00:00:00.000;vide;10/05/2007;1.89;23.57
